Well,Well Position,Sample Name,Sample Color,Biogroup Name,Biogroup Color,Target Name,Target Color,Task,Reporter,Quencher,Quantity,Comments
1,A1,Sample_01,"""RGB(255,0,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
1,A1,Sample_01,"""RGB(255,0,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
2,A2,Sample_08,"""RGB(255,36,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
2,A2,Sample_08,"""RGB(255,36,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
3,A3,Sample_15,"""RGB(255,73,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
3,A3,Sample_15,"""RGB(255,73,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
4,A4,Sample_22,"""RGB(255,109,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
4,A4,Sample_22,"""RGB(255,109,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
5,A5,Sample_29,"""RGB(255,146,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
5,A5,Sample_29,"""RGB(255,146,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
6,A6,Sample_36,"""RGB(255,182,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
6,A6,Sample_36,"""RGB(255,182,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
7,A7,Sample_01,"""RGB(255,0,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
7,A7,Sample_01,"""RGB(255,0,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
8,A8,Sample_08,"""RGB(255,36,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
8,A8,Sample_08,"""RGB(255,36,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
9,A9,Sample_15,"""RGB(255,73,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
9,A9,Sample_15,"""RGB(255,73,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
10,A10,Sample_22,"""RGB(255,109,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
10,A10,Sample_22,"""RGB(255,109,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
11,A11,Sample_29,"""RGB(255,146,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
11,A11,Sample_29,"""RGB(255,146,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
12,A12,Sample_36,"""RGB(255,182,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
12,A12,Sample_36,"""RGB(255,182,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
13,A13,Sample_01,"""RGB(255,0,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
13,A13,Sample_01,"""RGB(255,0,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
14,A14,Sample_08,"""RGB(255,36,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
14,A14,Sample_08,"""RGB(255,36,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
15,A15,Sample_15,"""RGB(255,73,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
15,A15,Sample_15,"""RGB(255,73,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
16,A16,Sample_22,"""RGB(255,109,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
16,A16,Sample_22,"""RGB(255,109,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
17,A17,Sample_29,"""RGB(255,146,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
17,A17,Sample_29,"""RGB(255,146,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
18,A18,Sample_36,"""RGB(255,182,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
18,A18,Sample_36,"""RGB(255,182,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
19,A19,Sample_01,"""RGB(255,0,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
19,A19,Sample_01,"""RGB(255,0,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
19,A19,Sample_01,"""RGB(255,0,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
20,A20,Sample_08,"""RGB(255,36,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
20,A20,Sample_08,"""RGB(255,36,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
20,A20,Sample_08,"""RGB(255,36,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
21,A21,Sample_15,"""RGB(255,73,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
21,A21,Sample_15,"""RGB(255,73,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
21,A21,Sample_15,"""RGB(255,73,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
22,A22,Sample_22,"""RGB(255,109,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
22,A22,Sample_22,"""RGB(255,109,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
22,A22,Sample_22,"""RGB(255,109,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
23,A23,Sample_29,"""RGB(255,146,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
23,A23,Sample_29,"""RGB(255,146,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
23,A23,Sample_29,"""RGB(255,146,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
24,A24,Sample_36,"""RGB(255,182,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
24,A24,Sample_36,"""RGB(255,182,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
24,A24,Sample_36,"""RGB(255,182,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
25,B1,Sample_01,"""RGB(255,0,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
25,B1,Sample_01,"""RGB(255,0,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
26,B2,Sample_08,"""RGB(255,36,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
26,B2,Sample_08,"""RGB(255,36,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
27,B3,Sample_15,"""RGB(255,73,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
27,B3,Sample_15,"""RGB(255,73,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
28,B4,Sample_22,"""RGB(255,109,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
28,B4,Sample_22,"""RGB(255,109,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
29,B5,Sample_29,"""RGB(255,146,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
29,B5,Sample_29,"""RGB(255,146,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
30,B6,Sample_36,"""RGB(255,182,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
30,B6,Sample_36,"""RGB(255,182,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
31,B7,Sample_01,"""RGB(255,0,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
31,B7,Sample_01,"""RGB(255,0,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
32,B8,Sample_08,"""RGB(255,36,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
32,B8,Sample_08,"""RGB(255,36,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
33,B9,Sample_15,"""RGB(255,73,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
33,B9,Sample_15,"""RGB(255,73,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
34,B10,Sample_22,"""RGB(255,109,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
34,B10,Sample_22,"""RGB(255,109,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
35,B11,Sample_29,"""RGB(255,146,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
35,B11,Sample_29,"""RGB(255,146,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
36,B12,Sample_36,"""RGB(255,182,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
36,B12,Sample_36,"""RGB(255,182,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
37,B13,Sample_01,"""RGB(255,0,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
37,B13,Sample_01,"""RGB(255,0,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
38,B14,Sample_08,"""RGB(255,36,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
38,B14,Sample_08,"""RGB(255,36,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
39,B15,Sample_15,"""RGB(255,73,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
39,B15,Sample_15,"""RGB(255,73,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
40,B16,Sample_22,"""RGB(255,109,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
40,B16,Sample_22,"""RGB(255,109,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
41,B17,Sample_29,"""RGB(255,146,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
41,B17,Sample_29,"""RGB(255,146,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
42,B18,Sample_36,"""RGB(255,182,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
42,B18,Sample_36,"""RGB(255,182,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
43,B19,Sample_01,"""RGB(255,0,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
43,B19,Sample_01,"""RGB(255,0,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
43,B19,Sample_01,"""RGB(255,0,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
44,B20,Sample_08,"""RGB(255,36,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
44,B20,Sample_08,"""RGB(255,36,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
44,B20,Sample_08,"""RGB(255,36,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
45,B21,Sample_15,"""RGB(255,73,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
45,B21,Sample_15,"""RGB(255,73,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
45,B21,Sample_15,"""RGB(255,73,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
46,B22,Sample_22,"""RGB(255,109,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
46,B22,Sample_22,"""RGB(255,109,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
46,B22,Sample_22,"""RGB(255,109,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
47,B23,Sample_29,"""RGB(255,146,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
47,B23,Sample_29,"""RGB(255,146,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
47,B23,Sample_29,"""RGB(255,146,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
48,B24,Sample_36,"""RGB(255,182,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
48,B24,Sample_36,"""RGB(255,182,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
48,B24,Sample_36,"""RGB(255,182,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
49,C1,Sample_02,"""RGB(255,219,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
49,C1,Sample_02,"""RGB(255,219,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
50,C2,Sample_09,"""RGB(255,255,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
50,C2,Sample_09,"""RGB(255,255,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
51,C3,Sample_16,"""RGB(219,255,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
51,C3,Sample_16,"""RGB(219,255,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
52,C4,Sample_23,"""RGB(182,255,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
52,C4,Sample_23,"""RGB(182,255,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
53,C5,Sample_30,"""RGB(146,255,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
53,C5,Sample_30,"""RGB(146,255,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
54,C6,Sample_37,"""RGB(109,255,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
54,C6,Sample_37,"""RGB(109,255,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
55,C7,Sample_02,"""RGB(255,219,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
55,C7,Sample_02,"""RGB(255,219,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
56,C8,Sample_09,"""RGB(255,255,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
56,C8,Sample_09,"""RGB(255,255,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
57,C9,Sample_16,"""RGB(219,255,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
57,C9,Sample_16,"""RGB(219,255,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
58,C10,Sample_23,"""RGB(182,255,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
58,C10,Sample_23,"""RGB(182,255,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
59,C11,Sample_30,"""RGB(146,255,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
59,C11,Sample_30,"""RGB(146,255,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
60,C12,Sample_37,"""RGB(109,255,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
60,C12,Sample_37,"""RGB(109,255,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
61,C13,Sample_02,"""RGB(255,219,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
61,C13,Sample_02,"""RGB(255,219,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
62,C14,Sample_09,"""RGB(255,255,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
62,C14,Sample_09,"""RGB(255,255,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
63,C15,Sample_16,"""RGB(219,255,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
63,C15,Sample_16,"""RGB(219,255,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
64,C16,Sample_23,"""RGB(182,255,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
64,C16,Sample_23,"""RGB(182,255,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
65,C17,Sample_30,"""RGB(146,255,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
65,C17,Sample_30,"""RGB(146,255,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
66,C18,Sample_37,"""RGB(109,255,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
66,C18,Sample_37,"""RGB(109,255,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
67,C19,Sample_02,"""RGB(255,219,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
67,C19,Sample_02,"""RGB(255,219,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
67,C19,Sample_02,"""RGB(255,219,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
68,C20,Sample_09,"""RGB(255,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
68,C20,Sample_09,"""RGB(255,255,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
68,C20,Sample_09,"""RGB(255,255,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
69,C21,Sample_16,"""RGB(219,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
69,C21,Sample_16,"""RGB(219,255,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
69,C21,Sample_16,"""RGB(219,255,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
70,C22,Sample_23,"""RGB(182,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
70,C22,Sample_23,"""RGB(182,255,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
70,C22,Sample_23,"""RGB(182,255,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
71,C23,Sample_30,"""RGB(146,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
71,C23,Sample_30,"""RGB(146,255,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
71,C23,Sample_30,"""RGB(146,255,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
72,C24,Sample_37,"""RGB(109,255,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
72,C24,Sample_37,"""RGB(109,255,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
72,C24,Sample_37,"""RGB(109,255,0)""",,,EpC,"""RGB(0,137,123)""",UNKNOWN,CY5,NFQ-MGB,,
73,D1,Sample_02,"""RGB(255,219,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
73,D1,Sample_02,"""RGB(255,219,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
74,D2,Sample_09,"""RGB(255,255,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
74,D2,Sample_09,"""RGB(255,255,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
75,D3,Sample_16,"""RGB(219,255,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
75,D3,Sample_16,"""RGB(219,255,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
76,D4,Sample_23,"""RGB(182,255,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
76,D4,Sample_23,"""RGB(182,255,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
77,D5,Sample_30,"""RGB(146,255,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
77,D5,Sample_30,"""RGB(146,255,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
78,D6,Sample_37,"""RGB(109,255,0)""",,,GYPC1,"""RGB(30,136,229)""",UNKNOWN,CY5,NFQ-MGB,,
78,D6,Sample_37,"""RGB(109,255,0)""",,,ZSCAN12,"""RGB(67,160,71)""",UNKNOWN,VIC,NFQ-MGB,,
79,D7,Sample_02,"""RGB(255,219,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
79,D7,Sample_02,"""RGB(255,219,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
80,D8,Sample_09,"""RGB(255,255,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
80,D8,Sample_09,"""RGB(255,255,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
81,D9,Sample_16,"""RGB(219,255,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
81,D9,Sample_16,"""RGB(219,255,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
82,D10,Sample_23,"""RGB(182,255,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
82,D10,Sample_23,"""RGB(182,255,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
83,D11,Sample_30,"""RGB(146,255,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
83,D11,Sample_30,"""RGB(146,255,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
84,D12,Sample_37,"""RGB(109,255,0)""",,,DPP6,"""RGB(124,179,66)""",UNKNOWN,VIC,NFQ-MGB,,
84,D12,Sample_37,"""RGB(109,255,0)""",,,GYPC2,"""RGB(0,172,193)""",UNKNOWN,CY5,NFQ-MGB,,
85,D13,Sample_02,"""RGB(255,219,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
85,D13,Sample_02,"""RGB(255,219,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
86,D14,Sample_09,"""RGB(255,255,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
86,D14,Sample_09,"""RGB(255,255,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
87,D15,Sample_16,"""RGB(219,255,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
87,D15,Sample_16,"""RGB(219,255,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
88,D16,Sample_23,"""RGB(182,255,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
88,D16,Sample_23,"""RGB(182,255,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
89,D17,Sample_30,"""RGB(146,255,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
89,D17,Sample_30,"""RGB(146,255,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
90,D18,Sample_37,"""RGB(109,255,0)""",,,GSX1,"""RGB(0,137,123)""",UNKNOWN,VIC,NFQ-MGB,,
90,D18,Sample_37,"""RGB(109,255,0)""",,,RALYL,"""RGB(67,160,71)""",UNKNOWN,CY5,NFQ-MGB,,
91,D19,Sample_02,"""RGB(255,219,0)""",,,COL2A1,"""RGB(216,27,96)""",UNKNOWN,FAM,NFQ-MGB,,
91,D19,Sample_02,"""RGB(255,219,0)""",,,ImC,"""RGB(192,202,51)""",UNKNOWN,VIC,NFQ-MGB,,
